ex_t_menhir_l_01	E 22 5
ex_siltstrider_05	E 11 16
furn_de_rug_big_05	E 11 16
guar_pack	E 11 16
kammu	E 11 16
sen	E 11 16
urshamusa rapli	E 11 16
zallit	E 11 16
emul-ran	E 11 15
kashtes ilabael	E 11 15
act_banner_vos	E 11 14
dreynos elvul	E 11 14
ex_t_root_stem	E 11 14
ex_v_foundation_01	E 11 14
ex_v_foundation_03	E 11 14
ex_velothi_temple_01	E 11 14
ex_velothi_temple_02	E 11 14
ex_vivec_h_01	E 11 14
ex_vivec_h_03	E 11 14
ex_vivec_h_06	E 11 14
ex_vivec_h_08	E 11 14
ex_vivec_h_09	E 11 14
ex_vivec_w_e_01	E 11 14
furn_de_overhang_01	E 11 14
ienasa radas	E 11 14
ulvil llothas	E 11 14
iveri llothri	E 11 10
benudni ilurnubishpal	E 11 9
pot_01	E 11 9
yanabani ashushshirari	E 11 9
yanibi adur-dan	E 11 9
elibael puntumisun	E 11 6
shipal zansatanit	E 11 6
terrain_rock_rm_12	E 11 4
terrain_rock_rm_14	E 11 4
terrain_rock_rm_15	E 11 4
terrain_rock_rm_17	E 11 4
terrain_rock_rm_20	E 11 4
terrain_rock_rm_21	E 11 4
terrain_rock_rm_22	E 11 4
terrain_rock_rm_23	E 11 4
terrain_rock_rm_24	E 11 4
flora_ash_log_01	E 11 2
marsus tullius	E 11 2
lava_light_700	E 11 0
reeh_jah	E 11 -1
contain_linus_iulus	E 11 -5
flora_grass_01	E 11 -10
flora_grass_03	E 11 -10
athanden girith	E 10 15
act_banner_tel_vos	E 10 14
esar-don dunsamsi	E 10 14
ex_common_plat_end	E 10 14
ex_imp_foundation_02	E 10 14
ex_imp_guardtower_02	E 10 14
ex_imp_keep_02	E 10 14
ex_imp_plaza	E 10 14
ex_imp_towerb_cons_01	E 10 14
ex_imp_towerb_cons_02	E 10 14
ex_imp_towerb_roof_pitch	E 10 14
furn_de_bannerpost_01	E 10 14
light_de_lantern_03	E 10 14
telvanni sharpshooter	E 10 14
nind dudnebisun	E 10 12
patus assumanallit	E 10 12
shara atinsabia	E 10 7
zainat ahalkalun	E 10 7
adaishah ahanidiran	E 10 6
shin assemmus	E 10 6
terrain_rock_rm_01	E 10 4
terrain_rock_rm_02	E 10 4
terrain_rock_rm_03	E 10 4
terrain_rock_rm_04	E 10 4
terrain_rock_rm_05	E 10 4
terrain_rock_rm_10	E 10 4
terrain_rock_rm_11	E 10 4
terrain_rock_rm_18	E 10 4
in_lava_256	E 10 2
steam_lavariver	E 10 2
centurion_sphere_hts2	E 10 1
centurion_steam_hts	E 10 1
ex_t_door_01_pc_hold_a	E 10 1
ex_t_door_01_pc_hold_b	E 10 1
ex_t_door_02_pc_hold_a	E 10 1
ex_t_door_02_pc_hold_b	E 10 1
ex_t_pc_hold_bridge_lcurved	E 10 1
ex_t_pc_hold_dock_01_a	E 10 1
ex_t_pc_hold_doorway_01	E 10 1
ex_t_pc_hold_doorway_01a	E 10 1
ex_t_pc_hold_doorway_02a	E 10 1
ex_t_pc_hold_doorway_02b	E 10 1
ex_t_pc_hold_gateway_great_a	E 10 1
ex_t_pc_hold_housepod_01	E 10 1
ex_t_pc_hold_housepod_02	E 10 1
ex_t_pc_hold_housepod_02a	E 10 1
ex_t_pc_hold_housepod_02b	E 10 1
ex_t_pc_hold_housepod_02c	E 10 1
ex_t_pc_hold_housepod_03	E 10 1
ex_t_pc_hold_housepod_03a	E 10 1
ex_t_pc_hold_housestem_01	E 10 1
ex_t_pc_hold_housestem_02a	E 10 1
ex_t_pc_hold_housestem_02b	E 10 1
ex_t_pc_hold_menhir_01_a	E 10 1
ex_t_pc_hold_menhir_l_01_a	E 10 1
ex_t_pc_hold_root_03_a	E 10 1
ex_t_pc_hold_root_03_p1_comp	E 10 1
ex_t_pc_hold_root_03_p1comp	E 10 1
ex_t_pc_hold_root_03_p2_a	E 10 1
ex_t_pc_hold_root_03_p2_b	E 10 1
ex_t_pc_hold_root_04_p1_comp	E 10 1
ex_t_pc_hold_root_hook_a	E 10 1
ex_t_pc_hold_root_hook_b	E 10 1
ex_t_pc_hold_root_spikes_01_a	E 10 1
ex_t_pc_hold_root_stem_p1_comp	E 10 1
ex_t_pc_hold_root_stem_p2	E 10 1
ex_t_pc_hold_root_xl_02	E 10 1
ex_t_pc_hold_root_xl_02a	E 10 1
ex_t_pc_hold_root_xl_02aa	E 10 1
ex_t_pc_hold_root_xl_02b	E 10 1
ex_t_pc_hold_root_xl_02bb	E 10 1
ex_t_pc_hold_root_xl_02c	E 10 1
ex_t_pc_hold_root_xl_02cc	E 10 1
ex_t_pc_hold_root_xl_02d	E 10 1
ex_t_pc_hold_root_xl_02e	E 10 1
ex_t_pc_hold_root_xl_02f	E 10 1
ex_t_pc_hold_root_xl_03	E 10 1
ex_t_pc_hold_slavemarket	E 10 1
ex_t_pc_hold_slavemarket_a	E 10 1
ex_t_pc_hold_stair_spiral_a	E 10 1
ex_t_pc_hold_stair_spiral_b	E 10 1
ex_t_pc_hold_tower_seedling	E 10 1
ex_t_pc_hold_tower_seedling_lrg	E 10 1
ex_t_pc_hold_tower_seedling_sml	E 10 1
ex_t_pc_hold_tower_strght_lrg	E 10 1
ex_t_pc_hold_turret_01	E 10 1
ex_t_pc_hold_turret_03	E 10 1
ex_t_playertower_sprout	E 10 1
ex_t_playertower_sprout_p1comp	E 10 1
flora_t_pc_hold_mushroom_01a	E 10 1
flora_t_pc_hold_mushroom_01aa	E 10 1
flora_t_pc_hold_mushroom_02a	E 10 1
flora_t_pc_hold_mushroom_02aa	E 10 1
flora_t_pc_hold_podbud_01	E 10 1
flora_t_pc_hold_podbud_02	E 10 1
flora_t_pc_hold_podbud_03a	E 10 1
flora_t_pc_hold_podbud_04	E 10 1
flora_t_pc_hold_podbud_04a	E 10 1
flora_t_pc_hold_podbud_2_p1comp	E 10 1
flora_t_pc_hold_podbud_p1_comp	E 10 1
gashnakh gra-mughol	E 10 1
in_t_pc_hold_crystal_01_sh1	E 10 1
in_t_pc_hold_crystal_02_sh1	E 10 1
light_de_streetlight_01_hold_a	E 10 1
light_de_streetlight_01_hold_b	E 10 1
mamaea ashun-idantus	E 10 -1
mimanu zeba-adad	E 10 -1
misc_com_bottle_06	E 10 -1
ex_dwrv_ruin30	E 10 -3
flora_trama_shrub_04	E 10 -3
flora_trama_shrub_06	E 10 -4
bottle_unique	E 9 23
furn_de_p_chair_02	E 9 21
m'aiq	E 9 21
flora_bc_lilypad	E 9 16
flora_bc_lilypad_02	E 9 16
flora_bc_lilypad_03	E 9 16
ranmir the seal	E 9 16
guar_white_unique	E 9 15
terrain_ma_rock13	E 9 15
ansu senatbael	E 9 12
zabi adidshina	E 9 12
com_sack_02_saltrice_10	E 9 10
ex_ashl_z_banner	E 9 10
ex_ashl_z_banner_r	E 9 10
furn_de_rug_big_07	E 9 10
sakulerib	E 9 10
urn_02	E 9 10
zaba	E 9 10
ex_stronghold_fort01	E 9 6
ex_stronghold_fort02	E 9 6
ex_stronghold_pylon01	E 9 6
ex_stronghold_window00	E 9 6
musan zaintashara	E 9 5
shullay malman-ammu	E 9 5
terrain_rock_rm_07	E 9 5
terrain_rock_rm_13	E 9 3
ex_dwrv_header00	E 9 2
ex_dwrv_pipe10	E 9 2
ex_dwrv_ruin40	E 9 2
ex_dwrv_statue00	E 9 2
terrain_lava_pot	E 9 2
in_cave_alit_lev+2	E 9 1
ex_ropebridge_1024_01	E 9 0
lava_light_500	E 9 -1
flora_trama_shrub_03	E 9 -3
terrain_rock_ma_56	E 9 -3
contain_trama_shrub_03	E 9 -4
bk_notefromsondaale	E 9 -7
in_strong_vaultdoor_tela_unique	E 9 -7
iron dagger_telasero_unique	E 9 -7
mudcrab_unique	E 9 -10
crate_01_iron_weapons	E 9 -11
hirnir	E 9 -12
netch_betty	E 9 -13
netch_bull	E 9 -13
ex_sheogorad_lev+2	E 8 22
ex_sheogorad_lev+0	E 8 20
com_chest_02_gold_25	E 8 16
manirai mirshamammu	E 8 16
shishi yanumibaal	E 8 16
ashamanu	E 8 15
ex_dwrv_walker10	E 8 12
terrain_rock_rm_06	E 8 10
terrain_rock_rm_08	E 8 10
terrain_rock_rm_09	E 8 10
terrain_rock_rm_19	E 8 9
ex_dwrv_observ00	E 8 0
ex_dwrv_ruin70	E 8 0
ex_lavaspark01	E 8 0
ex_lavaspark03	E 8 0
flora_trama_shrub_01	E 8 0
in_dwrv_scope30	E 8 0
in_dwrv_scope50	E 8 0
in_cave_nix_lev-1	E 8 -1
flora_trama_shrub_02	E 8 -3
lava_light_1024	E 8 -3
lava_light_2048	E 8 -3
flora_black_lichen_02	E 8 -11
flora_green_lichen_02	E 8 -11
flora_red_lichen_02	E 8 -11
abbard the wild	E 8 -12
edril vules	E 8 -12
ringvild	E 8 -12
roggvar blue-tooth	E 8 -12
com_chest_01_misc04	E 7 24
ex_longboatwrk	E 7 24
ex_sheogorad_lev-1	E 7 23
a_ex_de_shack_door	E 7 22
active_chimney_smoke02	E 7 22
active_sign_c_goods_heifnir	E 7 22
active_sign_dagon_fel_01	E 7 22
anja swift-sailer	E 7 22
ex_common_house_tall_01	E 7 22
ex_common_skywalk_01	E 7 22
ex_common_tower_thatch	E 7 22
ex_de_docks_128	E 7 22
ex_de_docks_3ways	E 7 22
ex_de_docks_centers	E 7 22
ex_de_docks_centersb	E 7 22
ex_de_docks_cleat	E 7 22
ex_de_docks_ends	E 7 22
ex_de_shack_01	E 7 22
ex_de_shack_02	E 7 22
ex_de_shack_03	E 7 22
ex_de_shack_awning_05	E 7 22
ex_dwrv_alcove00	E 7 22
ex_nord_chimney_01	E 7 22
ex_nord_door_01	E 7 22
ex_nord_doorf_01	E 7 22
ex_nord_house_02	E 7 22
ex_nord_win_01	E 7 22
ex_nord_win_02	E 7 22
furn_com_fence_03	E 7 22
furn_de_rope_03	E 7 22
furn_de_shack_hook	E 7 22
furn_sign_inn_endofworld	E 7 22
haema farseer	E 7 22
hjoldir	E 7 22
itar the gentle	E 7 22
light_com_lantern_02	E 7 22
mette	E 7 22
terrain_ashland_rock_05	E 7 16
terrain_ashland_rock_01	E 7 15
terrain_ashland_rock_02	E 7 15
terrain_ashland_rock_03	E 7 15
terrain_ashland_rock_06	E 7 15
terrain_ashland_rock_07	E 7 15
terrain_ashland_rock_09	E 7 15
terrain_ashland_rock_10	E 7 15
terrain_ashland_rock_11	E 7 15
terrain_ashland_rock_12	E 7 15
terrain_ashland_rock_13	E 7 15
terrain_ashland_rock_15	E 7 15
terrain_ashland_rock_16	E 7 15
terrain_ashmire_02	E 7 15
furn_de_firepit_f_01_400	E 7 12
mubdan esurnadarpal	E 7 12
santinti assarbeberib	E 7 12
shirerib ashi-iddan	E 7 12
in_cave_all_lev+2	E 7 5
abibaal assillariran	E 7 2
zelaku assarrapanat	E 7 2
ex_hlaalu_wall_curve_01	E 7 -7
ex_hlaalu_wall_end_01	E 7 -7
ex_hlaalu_wall_gate_02	E 7 -7
furn_banner_tavern_suran_01	E 7 -7
light_de_streetlight_01_223	E 7 -7
terrain_rock_ai_08	E 7 -7
terrain_rock_ai_10	E 7 -7
umbra	E 7 -7
terrain_rock_ai_02	E 7 -8
terrain_rock_ai_07	E 7 -8
terrain_rock_ai_09	E 7 -8
ex_barnacles_01	E 7 -9
flora_gold_kanet_01_uni	E 7 -9
flora_gold_kanet_02_uni	E 7 -9
flora_ivy_01	E 7 -9
flora_tree_ai_01	E 7 -9
flora_tree_ai_02	E 7 -9
ingred_gold_kanet_unique	E 7 -9
terrain_rock_ai_11	E 7 -9
terrain_rock_ai_12	E 7 -9
ex_ascadianisles_lev+0	E 7 -11
flora_bush_01	E 7 -11
flora_corkbulb	E 7 -11
netch_betty_ranched	E 7 -11
terrain_rocks_ai_01	E 7 -11
terrain_rocks_ai_02	E 7 -11
terrain_rocks_ai_03	E 7 -11
terrain_rocks_ai_04	E 7 -11
ex_hlaalu_b_06	E 7 -12
ex_hlaalu_buttress_05	E 7 -12
ex_hlaalu_dsteps_03	E 7 -12
ex_hlaalu_win_01	E 7 -12
flora_heather_01	E 7 -12
flora_tree_ai_03	E 7 -12
flora_tree_ai_06	E 7 -12
furn_planter_01	E 7 -12
hlaal_loaddoor_01	E 7 -12
hlaalu guard	E 7 -12
hlaalu sharpshooter	E 7 -12
light_de_lantern_01	E 7 -12
netch_bull_ranched	E 7 -12
crate_de_floater	E 7 -13
flora_comberry_01	E 7 -13
crate_01_moonsugar	E 7 -14
dolvasie veloren	E 6 18
ex_stronghold_dome00	E 6 18
tirasie andalen	E 6 18
terrain_ashland_rock_04	E 6 15
terrain_ashland_rock_08	E 6 15
ex_cave_entrance_rm_01	E 6 14
ex_ci_doorjam_01	E 6 13
flora_bittergreen_05	E 6 13
flora_bittergreen_06	E 6 13
flora_bittergreen_08	E 6 13
flora_bittergreen_pod_01	E 6 13
in_ci_door_01	E 6 13
addarnat assardidairan	E 6 9
manu odirnapal	E 6 9
mut urshan-adairan	E 6 9
arns uvalas	E 6 -5
dinuro ienith	E 6 -5
ex_ascadianisles_lev+2	E 6 -6
ex_hlaalu_b_15	E 6 -6
ex_hlaalu_bridge_05	E 6 -6
ex_hlaalu_bridge_06	E 6 -6
ex_hlaalu_striderport_01	E 6 -6
ex_hlaalu_wall_01	E 6 -6
flora_grass_02	E 6 -6
flora_grass_04	E 6 -6
flora_tree_ai_04	E 6 -6
flora_tree_ai_05	E 6 -6
folsi thendas	E 6 -6
hlaalu_loaddoor_ 02	E 6 -6
terrain_rock_ai_04	E 6 -6
terrain_rock_ai_06	E 6 -6
bula gra-muk	E 6 -7
dreamer_talker12	E 6 -7
elvil vidron	E 6 -7
ex_hlaalu_b_11	E 6 -7
ex_hlaalu_b_14	E 6 -7
ex_hlaalu_b_16	E 6 -7
ex_hlaalu_b_17	E 6 -7
ex_hlaalu_b_22	E 6 -7
ex_hlaalu_b_25	E 6 -7
ex_hlaalu_b_26	E 6 -7
ex_hlaalu_bal_01	E 6 -7
ex_hlaalu_bal_02	E 6 -7
ex_hlaalu_buttress_03	E 6 -7
ex_hlaalu_canal_01	E 6 -7
ex_hlaalu_canal_02	E 6 -7
ex_hlaalu_canal_03	E 6 -7
ex_hlaalu_canal_10	E 6 -7
ex_hlaalu_canal_11	E 6 -7
ex_hlaalu_fb_01	E 6 -7
ex_hlaalu_pole_01	E 6 -7
ex_hlaalu_steps_03	E 6 -7
ex_hlaalu_steps_04	E 6 -7
ex_hlaalu_steps_05	E 6 -7
ex_hlaalu_wall_gate_01	E 6 -7
ex_hlaalu_wall_gate_03	E 6 -7
ex_hlaalu_wall_up_01	E 6 -7
ex_suran_roadmarker_01	E 6 -7
ex_vivec_g_r_01	E 6 -7
furn_banner_tavern_suran_02	E 6 -7
furn_banner_temple_03	E 6 -7
furn_bannerd_alchemy_suran	E 6 -7
furn_bannerd_clothing_suran	E 6 -7
furn_bannerd_goods_suran_01	E 6 -7
furn_bannerd_goods_suran_02	E 6 -7
furn_bannerd_wa_shop_suran_01	E 6 -7
furn_de_banner_pawn_suran	E 6 -7
furn_de_signpost_01	E 6 -7
hlaalu guard_outside	E 6 -7
light_de_lantern_13_128	E 6 -7
light_de_lantern_13_128_r	E 6 -7
neldris llervu	E 6 -7
terrain_rock_ai_01	E 6 -7
terrain_rock_ai_03	E 6 -7
terrain_rock_ai_05	E 6 -7
flora_ivy_02	E 6 -9
mivul urvon	E 6 -9
nathala herendas	E 6 -9
blue water ref 256	E 6 -10
active_dae_malacath_df	E 5 21
bugharz gro-ular	E 5 21
bulak gra-murug	E 5 21
glob gra-ghasharzol	E 5 21
in_dae_platform_512_01	E 5 21
murzol gro-ulfimph	E 5 21
urzog gro-shadbuk	E 5 21
ulam gro-shugham	E 5 15
yargol gro-bashnag	E 5 15
flora_bittergreen_01	E 5 14
anasour selitbael	E 5 13
barrel_01_cheapfood20	E 5 13
man-ilu ashananapal	E 5 13
mausur assaplit	E 5 13
ex_gg_fence_02	E 5 11
ex_gg_fence_s_02	E 5 11
ex_gg_particles_01	E 5 11
ex_gg_pylon_01	E 5 11
ex_redmtn_all_lev+0	E 5 11
ex_redmtn_all_lev+2	E 5 11
ghostgate glow	E 5 11
ex_gg_fence_03	E 5 10
ex_gg_fence_04	E 5 10
ex_gg_fence_s_03	E 5 10
ex_gg_fence_s_04	E 5 10
ex_gg_fence_01	E 5 9
ex_gg_fence_s_01	E 5 9
ex_redmtn_all_lev-2	E 5 9
ex_gg_pylon_02	E 5 8
nund assurnipilu	E 5 4
salay yessur-disadon	E 5 4
yenabi laserbillahemmi	E 5 4
antu assarrimisun	E 5 3
selk muddumummu	E 5 3
zairan enturnabaelul	E 5 3
berapli ashumallit	E 5 2
crate_01_food	E 5 2
dissu ashalkimallit	E 5 2
shali assannabalit	E 5 2
terrain_ashland_rock_14	E 5 2
drolora salen	E 5 -6
flora_ash_yam_01	E 5 -6
flora_ash_yam_02	E 5 -6
furn_cart00	E 5 -6
grey_throat	E 5 -6
morning_clouds	E 5 -6
ri'zaadha	E 5 -6
serer andrano	E 5 -6
tsalani	E 5 -6
tul	E 5 -6
twice_bitten	E 5 -6
unjara	E 5 -6
crate_01_de_weapons	E 5 -7
crate_01_de_weaponsmult	E 5 -7
ex_hlaalu_b_12	E 5 -7
ex_hlaalu_canal_06	E 5 -7
ex_hlaalu_canal_12	E 5 -7
ex_hlaalu_canal_13	E 5 -7
ex_hlaalu_steps_06	E 5 -7
ex_hlaalu_steps_07	E 5 -7
dirara drom	E 5 -8
ex_hlaalu_b_05	E 5 -8
light_de_lantern_04	E 5 -8
paur maston	E 5 -8
rat	E 5 -8
travellingnewwoman	E 5 -8
tinos drothan	E 5 -9
ex_v_ban_telvanni_01	E 5 -10
ex_v_sign_telvanni_01	E 5 -10
ex_vivec_waterspout_02	E 5 -10
aron andaren	E 5 -11
ex_gondola_01	E 5 -11
ex_v_cantondoor_01	E 5 -11
ex_vivec_b_tb_01	E 5 -11
ex_vivec_c_04	E 5 -11
ex_vivec_grate_01	E 5 -11
ex_vivec_waterspout_03	E 5 -11
fendryn drelvi	E 5 -11
shanat kaushminipu	E 4 19
tibdan shalarnetus	E 4 19
furn_de_firepit_f_323	E 4 18
misc_com_wood_bowl_01	E 4 18
misc_com_wood_cup_01	E 4 18
sendus sathis	E 4 18
ex_ropebridge_stake_01	E 4 7
furn_rail_cart00	E 4 3
potion_local_brew_01	E 4 3
telinturco	E 4 3
undil	E 4 3
hibaddar ilath-pal	E 4 0
yassour hairshumusa	E 4 0
dathus selvilo	E 4 -3
ex_stronghold_fort00	E 4 -3
tanel faren	E 4 -3
tevyn athin	E 4 -3
virvyn athren	E 4 -3
dead rat	E 4 -4
barrel_02_marshmerrow	E 4 -5
ex_de_docks_endc	E 4 -5
ex_de_shack_awning_01	E 4 -5
ex_de_shack_awning_04	E 4 -5
furn_de_basket_01	E 4 -5
furn_de_rope_04	E 4 -5
ingred_comberry_01	E 4 -5
sterdecan	E 4 -5
active_sign_suran_01	E 4 -6
daynasa telandas	E 4 -7
ex_hlaalu_b_23	E 4 -7
llerusa hlaalu	E 4 -7
leles birian	E 4 -8
nilera ieneth	E 4 -8
dreamer_talker11	E 4 -9
ano andaram	E 4 -10
dalse adren	E 4 -11
ex_v_ban_arena_01	E 4 -11
ex_v_ban_comfort_01	E 4 -11
ex_v_ban_count_01	E 4 -11
ex_v_ban_serving_01	E 4 -11
ex_v_ban_speak_01	E 4 -11
ex_v_ban_tribunal_01	E 4 -11
ex_v_ban_vivec_01	E 4 -11
ex_v_ban_vivec_02	E 4 -11
ex_v_sign_arena_01	E 4 -11
ex_vivec_b_gap_b_01	E 4 -11
ex_vivec_b_gap_t_01	E 4 -11
ex_vivec_b_t_01	E 4 -11
ex_vivec_waterfall_05	E 4 -11
ex_vivec_waterspout_05	E 4 -11
ex_vivec_wspout_d_02	E 4 -11
ex_waterfall_mist_s_01	E 4 -11
ex_v_ban_stolms_01	E 4 -12
ex_v_ban_walk_01	E 4 -12
ex_v_sign_hallw_01	E 4 -12
ex_v_sign_stolms_01	E 4 -12
ex_v_stolms_01	E 4 -12
ex_vivec_ent_b_01	E 4 -12
ex_vivec_hfq_02	E 4 -12
nalosi alari	E 4 -12
danso indules	E 4 -13
ex_v_palace_grate_01	E 4 -13
ex_v_palace_grate_02	E 4 -13
ex_v_palace_steps_01	E 4 -13
ex_v_vivecstatue_01	E 4 -13
ex_vivec_hf_01	E 4 -13
ex_vivec_hf_02	E 4 -13
ex_vivec_hfq_03	E 4 -13
ex_vivec_pq_02	E 4 -13
ex_vivec_pqs_02	E 4 -13
ex_vivec_ps_01	E 4 -13
ex_vivec_sbase_01	E 4 -13
ex_vivec_waterfall_03	E 4 -13
ingred_bc_coda_flower	E 4 -13
ingred_fire_petal_01	E 4 -13
ordinator_high fane	E 4 -13
ac_shrine_palace	E 4 -14
ex_vivec_p_water_01	E 4 -14
ex_vivec_pd_01	E 4 -14
ex_vivec_pq_03	E 4 -14
ex_barnacles_04	E 4 -15
ex_de_ship_oarright	E 4 -15
golden saint_staada	E 3 24
misc_com_bottle_14	E 3 24
atronach_flame_az	E 3 23
atronach_storm_az	E 3 23
daedroth_az	E 3 23
hunger_az_01	E 3 23
hunger_az_02	E 3 23
ex_cave_entrance_al_01	E 3 15
misc_com_bottle_07	E 3 14
tissamsi asharapli	E 3 14
zebba asharnalit	E 3 14
ex_ropebridge_2048_01	E 3 7
in_lava_oval	E 3 -1
terrain_lavapot_03	E 3 -1
scamp	E 3 -3
edras oril	E 3 -4
manat varnan-adda	E 3 -6
shatalg	E 3 -6
guar_rollie_unique	E 3 -7
teris raledran	E 3 -7
ex_hlaalu_b_08	E 3 -8
irvama othrelas	E 3 -8
light_de_lantern_04_177_s	E 3 -8
active_sign_ebonheart_02	E 3 -9
adondasi sadalvel	E 3 -9
fevasa saryon	E 3 -9
furn_planter_04	E 3 -9
tarvyn faren	E 3 -9
devas irano	E 3 -10
ex_v_ban_imp_01	E 3 -10
ex_v_sign_fq_01	E 3 -10
ex_vivec_bt_01	E 3 -10
ex_vivec_c_02	E 3 -10
ex_vivec_roadmarker_01	E 3 -10
light_de_streetlight_01_128	E 3 -10
daroso sethri	E 3 -11
ex_v_ban_avs_01	E 3 -11
ex_v_ban_child_01	E 3 -11
ex_v_ban_faith_01	E 3 -11
ex_v_ban_redoran_01	E 3 -11
ex_v_sign_redoran_01	E 3 -11
ex_v_ban_stdeyln_01	E 3 -12
ex_v_sign_hallj_01	E 3 -12
ex_v_sign_stdeyln_01	E 3 -12
ex_v_stdeyln_01	E 3 -12
ex_vivec_hfq_01	E 3 -12
ac_shrine_stopmoon	E 3 -13
alvela saram	E 3 -13
ex_v_vivecstatue_02	E 3 -13
ex_velothi_loaddoor_02	E 3 -13
ex_vivec_g_02	E 3 -13
ex_vivec_hf_03	E 3 -13
ex_vivec_hfq_04	E 3 -13
ex_vivec_pq_01	E 3 -13
ex_vivec_pqs_01	E 3 -13
ex_vivec_prisonmoon_01	E 3 -13
in_velothi_platform_01	E 3 -13
talsi uvayn	E 3 -13
ex_vivec_pq_04	E 3 -14
ogrim_az	E 2 23
flora_bittergreen_02	E 2 12
flora_bittergreen_09	E 2 11
light_dae_brazier00	E 2 11
blight cloud	E 2 8
dagoth_door00	E 2 8
dagoth_door01	E 2 8
ex_dwrv_crank_dagoth	E 2 8
furn_dwrv_fitting00	E 2 8
furn_dwrv_fitting10	E 2 8
furn_dwrv_fitting50	E 2 8
in_lava_1024_01	E 2 8
ex_gg_gateswitch_02	E 2 5
ex_gg_gatetriolith_01	E 2 5
furn_shrine_vivec_cure_03	E 2 5
assantushansar	E 2 4
de_p_chest_02_pos4	E 2 4
ex_de_shack_awning_03	E 2 4
ex_gg_01	E 2 4
ex_gg_02	E 2 4
ex_gg_03	E 2 4
ex_gg_ent_01	E 2 4
ex_gg_fence_s_h_01	E 2 4
ex_gg_gateswitch_01	E 2 4
ex_gg_portcullis_01	E 2 4
ex_gg_portcullis_02	E 2 4
misc_com_bottle_05	E 2 4
tunipu shamirbasour	E 2 4
zallit assattadaishah	E 2 4
lava_light_300	E 2 -1
in_lava_256a	E 2 -2
terrain_lavapot_02	E 2 -2
volcano	E 2 -3
bk_notes-kagouti mating habits	E 2 -4
kagouti_mating	E 2 -4
thoronor	E 2 -4
furn_coalpile00	E 2 -5
affri	E 2 -6
barrel_01_ashyams	E 2 -6
breyns randas	E 2 -6
j'kara	E 2 -6
kal_ma	E 2 -6
kasa	E 2 -6
light_de_lantern_02	E 2 -6
light_de_lantern_03_s_256	E 2 -6
light_torch_01_320	E 2 -6
ma'dara	E 2 -6
relyn sarano	E 2 -6
rovone arvel	E 2 -6
sedrane arvel	E 2 -6
urn_03_ingred	E 2 -6
aebondeius jucanis	E 2 -7
ahzini	E 2 -7
arver rethul	E 2 -7
crate_02_imp_armormult	E 2 -7
crate_02_moonsugar	E 2 -7
ex_de_shack_steps	E 2 -7
ex_hlaalu_b_09	E 2 -7
ex_hlaalu_b_13	E 2 -7
ex_hlaalu_b_24	E 2 -7
ex_hlaalu_pole_02	E 2 -7
ex_hlaalu_wall_up_02	E 2 -7
frinnius posuceius	E 2 -7
furn_de_firepit	E 2 -7
furn_de_overhang_04	E 2 -7
furn_de_overhang_05	E 2 -7
furn_de_rope1_01	E 2 -7
furn_de_shack_basket_01	E 2 -7
furn_de_shack_basket_02	E 2 -7
furn_de_shack_post	E 2 -7
furn_log_01	E 2 -7
hides_his_foot	E 2 -7
hrargal the crow	E 2 -7
light_torch_01_256	E 2 -7
manos othreleth	E 2 -7
mavus ules	E 2 -7
misc_de_glass_green_01	E 2 -7
misc_de_goblet_01	E 2 -7
misc_de_pot_glass_peach_01	E 2 -7
neetinei	E 2 -7
potion_comberry_wine_01	E 2 -7
vaval orethi	E 2 -7
active_sign_gnaar _mok_01	E 2 -8
active_sign_hla_oad_01	E 2 -8
active_sign_seydaneen_02	E 2 -8
crate_01_moonsugar10	E 2 -8
crate__02_skooma2	E 2 -8
ex_de_docks_corner_01	E 2 -8
gah_julan	E 2 -8
ex_v_ban_hlaalu_01	E 2 -10
ex_v_sign_hlaalu_01	E 2 -10
aren maren	E 2 -11
nalami veleth	E 2 -11
vedran balen	E 2 -11
active_sign_ebonheart_01	E 2 -13
active_sign_pelagiad_01	E 2 -13
active_sign_vivec_02	E 2 -13
barrel_01	E 2 -13
barrel_01_moonsugar	E 2 -13
blatta hateria	E 2 -13
com_basket_01_chpfood	E 2 -13
com_basket_01_food	E 2 -13
com_basket_01_ingredien	E 2 -13
com_sack_01_saltrice_10	E 2 -13
com_sack_02	E 2 -13
ex_imp_dock_01	E 2 -13
ex_imp_dock_02	E 2 -13
ex_imp_dragonstatue	E 2 -13
ex_imp_guardtower_01	E 2 -13
ex_imp_plat_01	E 2 -13
ex_rope_short	E 2 -13
fainertil	E 2 -13
furn_imp_metalring	E 2 -13
gaeldol	E 2 -13
ian	E 2 -13
imperial guard_ebonhear	E 2 -13
light_com_lantern_02_128	E 2 -13
misc_hook	E 2 -13
nevosi hlan	E 2 -13
olfin gro-logrob	E 2 -13
urn_01	E 2 -13
netch_giant_unique	E 1 24
barrel_02_floater_ing	E 1 23
ex_scrapwood01	E 1 23
ex_scrapwood02	E 1 23
ex_scrapwood03	E 1 23
ex_scrapwood04	E 1 23
barrel_01_ingredients_f	E 1 22
misc_com_bucket_01_float	E 1 22
ac_sanctus_shrine_triolith	E 1 21
furn_bone_01	E 1 17
furn_bone_rib_01	E 1 17
furn_bone_skull_01	E 1 17
ex_ruin_20	E 1 14
ex_ruin_30	E 1 14
missun hainterari	E 1 14
samsi ulannanit	E 1 14
ex_ma_cave_entrance	E 1 11
llavelea nelvani	E 1 8
ex_dwrv_boulder00	E 1 7
